agent,message,negotiation_id,turn
mturk_agent_2,"hmm. Yknow what, now that I think about it.. I don't need so much extra food. It would be a burden. Fine, you can have 2 wood, 2 food, and 1 water",920,5
mturk_agent_1,Submit-Deal,920,5
mturk_agent_2,Accept-Deal,920,6
mturk_agent_1,Hi! I'm most interested in getting water. What are you looking for?,921,0
mturk_agent_2,"Hello, could you tell me why water is your most interest?",921,0
mturk_agent_1,"If something goes wrong on the camping trip and I get stranded, it seems by far the most useful thing to have around.",921,1
mturk_agent_2,I understand. I have a need for water too along with firewood. ,921,1
mturk_agent_1,Okay me too. Is there any reason you would need more food?,921,2
mturk_agent_2,"I don't need more food, I have a specific diet I must follow so I bought plenty of food. I would like 2 water and 2 firewood. What do you think about that?",921,2
mturk_agent_1,"That doesn't seem like a great deal to me because I'm left with only 1 water and 1 firewood. What if you get 2 water, 1 firewood, and 1 food; I get 1 water, 2 firewood, 2 food?",921,3
mturk_agent_2,"Ok, I can see how it does not seem like a great deal. Your counteroffer works for me 🙂",921,3
mturk_agent_1,Okay! I will put in the offer and then you can accept. Everybody happy? 🙂,921,4
mturk_agent_2,"Yes, everyone is happy 🙂",921,4
mturk_agent_1,Submit-Deal,921,5
mturk_agent_2,Accept-Deal,921,5
mturk_agent_2,"Hi there, i was hoping to obtain 3 additional packages of food for my camping trip. At the last minute my teenage son decided to bring a couple of buddy's along on the trip and I didnt pack enough food. I thought they could go fishing and catch more food but they havent been able to catch a single fish. I would also need a little extra water as well. How are you doing with your supplies.",922,0
mturk_agent_1,"Hello, we'll we will see about that. I really need firewood most and foremost.",922,0
mturk_agent_2,that sounds pretty good. We did bring a propane grill for cooking so I can spare some extra firewood. ,922,1
mturk_agent_1,Thats awesome! Looking forward to working out a deal for you.,922,1
mturk_agent_2,If you will give me three food packages I will give you three firewood bundles and we just need to work out the water,922,2
mturk_agent_1,That sounds great to me. I would love that idea. How badly do you need water?,922,2
mturk_agent_2,Well I did pack some other juices and sodas so I would be willing to compromise on water,922,3
mturk_agent_1,"Sounds great. If I could have 2, that would be great.",922,3
mturk_agent_2,As long as I get three food bundles and one water I guess that is acceptable. ,922,4
mturk_agent_1,Sounds great to me! We have a deal! ,922,4
mturk_agent_2,That sounds good. Thanks for working with me.,922,5
mturk_agent_1,Nice dealing with you! ,922,5
mturk_agent_2,Submit-Deal,922,6
mturk_agent_1,Accept-Deal,922,6
mturk_agent_2,What supplies would you like?,923,0
mturk_agent_1,"Hi there, how are you?",923,0
mturk_agent_2,I am fine thanks. ,923,1
mturk_agent_1,"Cool. This is going to be my kid's first camping trip so they're looking forward to building a campfire, making s'mores and telling ghost stories. I'd like to keep 3 firewood if possible. Are there supplies that you would like?",923,1
mturk_agent_2,I would like some firewood too as I get cold easily. You can keep all of the food for your children if you will give me at least 1 firewood and all of the water,923,2
mturk_agent_1,That sounds fair. So the deal will be 2 firewood and 3 food for me and 1 firewood and 3 water for you?,923,2
mturk_agent_2,Yes. Maybe we should negotiate more. ,923,3
mturk_agent_1,No worries. I completely understand.,923,3
mturk_agent_2,What would be your ideal preference?\,923,4
mturk_agent_1,3 firewood would have been optimal but I see your point about being cold and don't want to be that insensitive. So I am good with the 2 firewood.,923,4
mturk_agent_2,Okay I think that is fair. ,923,5
mturk_agent_1,Submit-Deal,923,5
mturk_agent_2,Accept-Deal,923,6
mturk_agent_2,What are your preferences on extra supplies you preffer?,924,0
mturk_agent_1,"Hi! I would prefer to take all of the food.  You can have all the firewood.  As far as water, would you be ok with me taking all that too? I have a huge family.  Brought my elderly grandmother also 🙂",924,0
mturk_agent_2,Would you be ok with taking 2 packs of food instead of all 3?,924,1
mturk_agent_1,"I prefer all 3, would you be willing to take a water instead?",924,1
mturk_agent_2,"since I'm camping alone and you have a family if I can give you 2 fire wood, 2 food and 2 water and I have 1 extra supply of each. Would that work for you and the family?",924,2
mturk_agent_1,That actually will work for me as long as you are ok with it,924,2
mturk_agent_2,I feel since your with a family it would be ok with me. ,924,3
mturk_agent_1,Thank you! I appreciate the generosity ,924,3
mturk_agent_2,will your family be ok with that deal?,924,4
mturk_agent_1,Yes! We will.  We will enjoy our camping trip with these extra supplies,924,4
mturk_agent_2,Submit-Deal,924,5
mturk_agent_1,Accept-Deal,924,5
mturk_agent_2,"hi friend i am seethal , nice to meet you friend",925,0
mturk_agent_1,Very nice to meet you. I hope this message finds you well 🙂,925,0
mturk_agent_2,"ys friend , how are you, how is the day ☹️",925,1
mturk_agent_1,My day is going ok so far. Busy packing for me big camping trip. How about you?,925,1
mturk_agent_2,"nice, bro me also busy with packing, wish u most enjoyable trip bro",925,2
mturk_agent_1,Thank you. You as well. Do you have enough of everything you need for your trip?,925,2
mturk_agent_2,"no bro, lets talk about the deal, bro dont end the negotiation it will lost both of us ",925,3
mturk_agent_1,"I understand. So what do you need the most? I really, really need firewood. I'm already almost out, and it's supposed to get very cold ☹️",925,3
mturk_agent_2,"bro my first priority also firewood, what is ur second priority bro, me too need firewood ",925,4
mturk_agent_1,My second priority is water.,925,4
mturk_agent_2,then how can we fix the deal bro me too need firewood 😮,925,5
mturk_agent_1,"How about I'll take 2 firewoods, but give you 2 waters?",925,5
mturk_agent_2,"bropls give me 2 firewood u can take 2 water bro, i need fire wood more bro",925,6
mturk_agent_1,"I can't. I've got to have firewood. How about if you give me the 2 firewoods, I will only take 1 of everything else?",925,6
mturk_agent_2,"bro if you take 2 fire wood then  i need 1 firewood 3 water 2 food bro, then only it will balanced",925,7
mturk_agent_1,That would leave me with no water? That doesn't seem very balanced. ,925,7
mturk_agent_2,bro firewood is first priority mean you got firewood more then it is more benificial to you 😡,925,8
mturk_agent_1,"Yea, but that's why I only want 1 of everything else. That leaves you 2 of everything except the firewood. That sounds pretty fair to me.",925,8
mturk_agent_2,"if you need all, then make firewood 1 to you then it will balance, if u take one water from me its not equalize,",925,9
mturk_agent_1,"You would be getting 5 items, and I'm only getting 4. That's pretty balanced. ",925,9
mturk_agent_2,"then can we go for wiseversa? i will take 2 firewood, 1 water, 1 food is it ok? then will get 6 items ",925,10
mturk_agent_1,I'll do the vise-versa. ,925,10
mturk_agent_2,then tell me you deal vise wersa means? send me your deal,925,11
mturk_agent_1,"You get 2 firewood, I get 1. I get 2 waters, and 2 foods, and you get 1 of each?",925,11
mturk_agent_2,"k bro we can fix the deal 2 firewood, i water , 1 food",925,12
mturk_agent_1,Submit-Deal,925,12
mturk_agent_2,Reject-Deal,925,13
mturk_agent_2,Submit-Deal,925,13
mturk_agent_1,Accept-Deal,925,14
mturk_agent_1,"Hello! I'm excited to go camping, I hope you are too! Let's divvy up these supplies.",926,0
mturk_agent_2,Me too it has been awhile,926,0
mturk_agent_1,"When my blood sugar gets low, I feel faint. I'm hoping to get as much extra food as possible. But I packed plenty of water, so I would offer all of the water to you!",926,1
mturk_agent_2,"I'm more than happy to take the water, but I do need some food, my son is very active and needs plenty of food.",926,1
mturk_agent_1,"What I take two food, one firewood, and one water? And you get one food, two firewood, and two water?",926,2
mturk_agent_2,That seems fair to me,926,2
mturk_agent_1,"Perfect! So just to make sure...you get one food, two firewood, and two water. I get two food, one firewood, and one water.",926,3
mturk_agent_2,"Yes I'll take 1 Food, 2 Firewood, and 2 Water. You can take 2 Food, 1 Firewood, and 1 Water",926,3
mturk_agent_1,Perfect! Thanks for working this out with me!,926,4
mturk_agent_2,"Not a problem glad we could make a deal, enjoy your camping trip",926,4
mturk_agent_1,Submit-Deal,926,5
mturk_agent_2,Accept-Deal,926,5
mturk_agent_1,"Hi, I need the firewood and the water.  You can have the food.",927,0
mturk_agent_2,Hi that doesnt work for me. I am camping in the desert with a bunch of children and need to make sure they stay hydrated. I propose I take 2 waters 1 food and 1 firewood.,927,0
mturk_agent_1,"I really need the firewood, I have health issues and I have to keep warm at night.  ",927,1
mturk_agent_2,Ok how about you take all the firewood and 1 food package? and ill take the water and 2 food packages. ,927,1
mturk_agent_1,"I need some water.  How about I get the firewood, two waters, and you can have all the food?",927,2
mturk_agent_2,I need at least 2 waters and 1 food  to keep the children hydrated and fed.,927,2
mturk_agent_1,"Okay, how about I get the firewood and one water, you get 2 waters and one food?",927,3
mturk_agent_2,how about i get 2 waters and 2 foods. you get all the firewood and 1 food and 1 water.  that way the kids can stay hydrated and fed in the desert and you can have firewood to keep you warm with your health condition and some food and water too.,927,3
mturk_agent_1,That works for me.  Do we have a deal?,927,4
mturk_agent_2,Yes! ,927,4
mturk_agent_1,Submit-Deal,927,5
mturk_agent_2,Accept-Deal,927,5
mturk_agent_2,Hello! I am hoping we can make a great compromise today! What items are you most interested in? ,928,0
mturk_agent_1,"I hope so too🙂. My first priority is firewood, my second is water and third is food. How about you?",928,0
mturk_agent_2,"Perfect! What would you think about if we divided it up so you could have all 3 firewood then, and we could split water and food? ",928,1
mturk_agent_1,"Would you be willing to give me 3 firewood, I'll give you 3 water or food, which ever you need more and we split the rest. What do you say?",928,1
mturk_agent_2,"We could work that out, to keep it even I'll give you the firewood, you can take all 3, and I can take 3 of one of my lower items, food. Then split water?",928,2
mturk_agent_1,"Okay, so I'll take 3 firewood, you take 3 food and then how about you take 2 water and I'll take 1. Is that fair?",928,2
mturk_agent_2,That would be the fairest option I think! ,928,3
mturk_agent_1,"Yep, I think that is fair as well! Okay so 3 firewood for me, 3 food for you, 2 water for you and 1 water for me. Do I have that right?",928,3
mturk_agent_2,"Yup! It was a pleasure to be able to work together, thank you! ",928,4
mturk_agent_1,Same here. It was nice working with you! Hope you have a nice day!,928,4
mturk_agent_2,Submit-Deal,928,5
mturk_agent_1,Accept-Deal,928,5
mturk_agent_1,"Hello, fellow camper.  Are you ready for our trip?",929,0
mturk_agent_2,Yeah,929,0
